click_id,id,timestamp,type,campaign,banner,content_unit,network,browser,operating_system,country,state,city
21396,"7,02767230001323E+018",1636257465,DYNAMIC,3542072,14280753,4600820,742,8,14,7,5459,82796
21397,"7,02767232148577E+018",1636257470,DYNAMIC,4799702,14767536,4291409,408,11,12,1,1,1026651
21398,"7,02767232149173E+018",1636257470,DYNAMIC,4762669,14745650,4694473,3137,11,17,2,51,1703
21399,"7,02767235155388E+018",1636257478,CLICK_COMMAND,4840291,14917090,4701042,270,11,12,1,11,1781
21400,"7,0276723730278E+018",1636257482,CLICK_COMMAND,4677058,14940416,3979460,250,8,14,1,3,1739
21401,"7,02767238591146E+018",1636257485,CLICK_COMMAND,4722470,14666622,4690250,268,11,12,103,1228,57347
21402,"7,02767238591637E+018",1636257485,DYNAMIC,4740320,14603661,4520430,1810,8,14,2,51,1703
21403,"7,02767239450067E+018",1636257487,DYNAMIC,4799702,14767536,4291409,408,0,14,1,2,3324
21404,"7,02767240738662E+018",1636257490,CLICK_COMMAND,4064435,12218894,4522547,3334,11,12,1,11,43886
21405,"7,02767242027303E+018",1636257493,CLICK_COMMAND,3627325,11094388,4529255,3282,11,17,1,13,415355
21406,"7,02767244174669E+018",1636257498,CLICK_COMMAND,4722443,14665474,4690250,268,11,12,89,6070,55999
21407,"7,02767250188658E+018",1636257512,DYNAMIC,4843347,14911617,3702467,42,11,17,1,14,96511
21408,"7,02767252334969E+018",1636257517,DYNAMIC,4783846,14730017,3152714,270,0,0,173,1989,67281
21409,"7,02767254053067E+018",1636257521,CLICK_COMMAND,4237418,13451690,4491620,3202,0,0,7,2554,72185
21410,"7,02767254913254E+018",1636257523,DYNAMIC,4853552,14940089,3769560,42,29,12,3,22,10748
21411,"7,027672574891E+018",1636257529,SUBREQUEST_PARENT,1907433,14055981,3769572,42,0,12,1,2,1026375
21412,"7,02767258348211E+018",1636257531,CLICK_COMMAND,4784570,14786499,4500165,268,30,12,1,2,3324
21413,"7,02767259636643E+018",1636257534,CLICK_COMMAND,4660100,14419558,4650535,3391,11,12,1,7,1712
21414,"7,02767260924962E+018",1636257537,CLICK_COMMAND,4050397,12219159,3916435,268,11,12,1,10,10200
21415,"7,02767264360956E+018",1636257545,CLICK_COMMAND,4050377,12187963,4302205,268,30,12,1,7,1712
21416,"7,02767267796805E+018",1636257553,CLICK_COMMAND,4704373,14586212,3849549,268,11,6,1,2,35187
21417,"7,02767269515913E+018",1636257557,SUBREQUEST_PARENT,1907433,14055981,3769572,42,0,12,1,7,1712
21418,"7,02767277675296E+018",1636257576,DYNAMIC,4781465,14717409,4352567,408,0,14,1,10,1769
21419,"7,02767279393886E+018",1636257580,SUBREQUEST_PARENT,1907433,14049735,3769566,42,0,12,1,10,1710
21420,"7,027672811122E+018",1636257584,SUBREQUEST_PARENT,1907433,6517886,3702470,42,6,16,1,11,694743
21421,"7,02767284117714E+018",1636257591,DYNAMIC,4828469,14850895,4699463,270,11,12,64,6269,207834
21422,"7,02767285406217E+018",1636257594,CLICK_COMMAND,4718271,14565533,4648939,3334,11,17,173,2004,67683
21423,"7,02767286265578E+018",1636257596,DYNAMIC,1743672,9526828,4418084,42,6,17,NULL,NULL,NULL
21424,"7,02767286267838E+018",1636257597,SUBREQUEST_PARENT,1907433,14050970,3769566,42,0,12,111,1341,61388
21425,"7,02767107165028E+018",1636257179,DYNAMIC,4799702,14767536,4291409,408,11,12,1,2,1775
21426,"7,0276711146016E+018",1636257189,CLICK_COMMAND,498678,3477645,2618236,742,11,12,1,1,206328
21427,"7,02767111891229E+018",1636257191,SUBREQUEST_PARENT,1907433,14055986,3769575,42,0,14,1,3,1739
21428,"7,02767112748715E+018",1636257192,CLICK_COMMAND,4722507,14666392,4690250,268,8,14,96,6771,56069
21429,"7,02767116614966E+018",1636257201,DYNAMIC,4779288,14731622,4695474,3334,8,14,1,10,1020840
21430,"7,02767117045197E+018",1636257202,DYNAMIC,4479991,13913735,4657736,834,8,5,2,51,1703
21431,"7,02767120909153E+018",1636257211,CLICK_COMMAND,3353521,10408898,4311926,3282,0,0,7,2554,72229
21432,"7,02767123485937E+018",1636257217,DYNAMIC,4793909,14757950,4559811,3577,11,12,1,3,1739
21433,"7,02767123915624E+018",1636257218,CLICK_COMMAND,4799097,14770235,4696712,270,0,0,173,1989,67281
21434,"7,0276712563403E+018",1636257222,DYNAMIC,3998268,13603168,3769574,42,0,12,1,10,2385
21435,"7,0276713035873E+018",1636257233,SUBREQUEST_PARENT,1907433,14049735,3769566,42,0,12,1,1,1765
21436,"7,02767136800499E+018",1636257248,CLICK_COMMAND,4722507,14666392,4690250,268,8,14,96,6771,56069
21437,"7,02767137660306E+018",1636257250,DYNAMIC,4807493,14794660,3597587,42,11,12,7,2559,73456
21438,"7,02767138090241E+018",1636257251,CLICK_COMMAND,4780883,14716374,4573072,3341,11,12,1,10,95870
21439,"7,02767142813303E+018",1636257262,DYNAMIC,4799702,14767536,4291409,408,11,12,1,2,1019450
21440,"7,0276714667939E+018",1636257271,DYNAMIC,4631362,14519118,4406900,3351,11,12,1,10,200419
21441,"7,02767147537911E+018",1636257274,CLICK_COMMAND,4704373,14586215,3849549,268,11,5,1,7,1712
21442,"7,0276714796731E+018",1636257274,CLICK_COMMAND,3816060,11595499,4560315,268,6,12,1,7,1712
21443,"7,02767149685388E+018",1636257278,DYNAMIC,4799702,14770779,4291409,408,0,14,1,10,694484
21444,"7,0276715054446E+018",1636257280,DYNAMIC,4725947,14567237,4288516,270,11,12,7,5459,82796
21445,"7,02767153550702E+018",1636257287,DYNAMIC,4787910,14774048,4236424,3301,6,17,1,2,94196
21446,"7,02767153550734E+018",1636257287,DYNAMIC,4818593,14935700,3813377,3174,11,12,3,32,10832
21447,"7,0276715527011E+018",1636257291,DYNAMIC,4848534,14925605,3769567,42,0,12,1,13,526692
21448,"7,02767156988281E+018",1636257295,SUBREQUEST_PARENT,1907433,6517877,3769581,42,6,17,1,10,1769
21449,"7,0276715741652E+018",1636257296,CLICK_COMMAND,4759328,14716673,3357150,2065,0,0,173,1989,67281
21450,"7,02767158704728E+018",1636257299,DYNAMIC,4848033,14925177,3557697,3145,11,12,1,15,207495
21451,"7,02767160853339E+018",1636257304,SUBREQUEST_PARENT,1907433,6517883,3769543,42,6,15,1,3,89150
21452,"7,02767166435649E+018",1636257317,CLICK_COMMAND,4814218,14807585,4219145,250,11,12,182,2055,68124
21453,"7,02767166435662E+018",1636257317,DYNAMIC,4799702,14767536,4291409,408,11,12,1,2,1019450
21454,"7,02767166865244E+018",1636257318,DYNAMIC,4822396,14858006,4527541,71,0,14,1,6,11322
21455,"7,02767170730662E+018",1636257327,DYNAMIC,4474163,13887340,4395897,3251,11,17,1,3,482412
21456,"7,02767171160212E+018",1636257328,DYNAMIC,3754319,14457509,4530222,71,8,14,1,10,207151
21457,"7,02767175025826E+018",1636257337,CLICK_COMMAND,3350692,10404670,4311926,3282,11,5,46,371,47943
21458,"7,02767175027216E+018",1636257337,DYNAMIC,4848345,14925144,3769567,42,0,12,1,10,1769
21459,"7,02767176743512E+018",1636257341,CLICK_COMMAND,4050399,12219144,3916435,268,11,12,1,9,694582
21460,"7,02767176743964E+018",1636257341,DYNAMIC,4520817,14056234,4662602,42,0,14,237,2698,88912
21461,"7,02767180179571E+018",1636257349,DYNAMIC,4827992,14935608,4395088,3145,11,17,1,13,2384
21462,"7,027671806103E+018",1636257350,CLICK_COMMAND,4590953,14925711,4673965,3334,11,12,1,1,1765
21463,"7,02767183615617E+018",1636257357,CLICK_COMMAND,3350692,10404670,4311903,3282,0,0,105,1181,56865
21464,"7,02767185333754E+018",1636257361,DYNAMIC,4781394,14717305,4403245,111,8,14,1,3,89149
21465,"7,02767187051505E+018",1636257365,CLICK_COMMAND,4779293,14731631,4530205,3334,11,12,1,10,10200
21466,"7,02767187480976E+018",1636257366,CLICK_COMMAND,4027834,12147192,4596175,268,11,12,1,1,1765
21467,"7,02767189200582E+018",1636257370,DYNAMIC,4848345,14925144,3769567,42,0,12,1,10,10200
21468,"7,02767192205971E+018",1636257377,DYNAMIC,4778413,14710732,4521111,2024,0,14,2,47,12147
21469,"7,02767193065226E+018",1636257379,CLICK_COMMAND,4807834,14797845,4555899,3334,30,12,1,10,207057
21470,"7,02767194782427E+018",1636257383,DYNAMIC,4819509,14822196,4386889,241,8,14,1,10,45056
21471,"7,02767198218348E+018",1636257391,DYNAMIC,4794763,14784516,4530222,71,30,14,1,10,1019713
21472,"7,02767200795322E+018",1636257397,DYNAMIC,4781465,14717409,4352567,408,8,14,1,6,11322
21473,"7,02767201655764E+018",1636257399,SUBREQUEST_PARENT,1907433,6517921,3769553,42,11,12,1,13,2384
21474,"7,02767205950522E+018",1636257409,SUBREQUEST_PARENT,1907433,14055974,3769572,42,11,12,1,10,10200
21475,"7,02767207667309E+018",1636257414,DYNAMIC,4799702,14770779,4291409,408,0,14,1,10,693862
21476,"7,02767211533297E+018",1636257422,CLICK_COMMAND,3350692,10404670,4311926,3282,7,5,246,831,54677
21477,"7,02767215399895E+018",1636257432,DYNAMIC,4848347,14925158,3769573,42,0,12,1,3,482412
21478,"7,02767216687055E+018",1636257434,DYNAMIC,4808102,14796025,4251705,2035,11,12,2,51,1703
21479,"7,02767217546678E+018",1636257436,DYNAMIC,4795421,14756976,3769547,42,11,17,2,51,1703
21480,"7,02767218835371E+018",1636257439,DYNAMIC,4834183,14873780,3769549,42,11,17,2,51,1703
21481,"7,02767225706427E+018",1636257455,CLICK_COMMAND,3353521,10408898,4311926,3282,11,12,1,12,96256
21482,"7,02767226567059E+018",1636257457,SUBREQUEST_PARENT,1907433,6517886,3702470,42,11,17,NULL,NULL,NULL
21483,"7,02767229571891E+018",1636257464,CLICK_COMMAND,4722507,14666392,4690250,268,8,14,96,6771,56069
21484,"7,02767230001362E+018",1636257465,DYNAMIC,4795421,14756976,3769547,42,11,17,2,51,1703
21485,"7,02767236443649E+018",1636257480,CLICK_COMMAND,3353521,10408898,4311926,3282,11,12,1,12,96256
21486,"7,02767239450159E+018",1636257487,CLICK_COMMAND,4722434,14664210,4690250,268,11,12,6,1809,65421
21487,"7,02767239879531E+018",1636257488,DYNAMIC,4613667,14323319,3209258,3027,8,5,1,5,2386
21488,"7,0276724030931E+018",1636257489,CLICK_COMMAND,4722507,14666392,4690250,268,8,14,96,6771,56069
21489,"7,02767241597787E+018",1636257492,CLICK_COMMAND,4799259,14773348,4696642,3334,11,12,1,10,35430
21490,"7,02767243316167E+018",1636257496,SUBREQUEST_PARENT,1907433,6517883,3769543,42,8,5,1,2,1023021
21491,"7,02767244174701E+018",1636257498,DYNAMIC,4799702,14770779,4291409,408,11,12,1,10,207057
21492,"7,02767245463008E+018",1636257501,DYNAMIC,4124339,12354770,3596813,250,28,12,1,2,94563
21493,"7,02767250617028E+018",1636257513,DYNAMIC,4108138,12315909,4502332,3517,14,17,7,2597,87021
21494,"7,02767251905846E+018",1636257516,CLICK_COMMAND,4718271,14565533,4648939,3334,11,17,1,7,38286
21495,"7,02767253194441E+018",1636257520,CLICK_COMMAND,4624177,14783999,4320420,3202,11,12,1,7,1712
21496,"7,02767254054811E+018",1636257521,DYNAMIC,3998268,13603168,3769574,42,0,12,1,2,94041
21497,"7,02767254484012E+018",1636257522,SUBREQUEST_PARENT,1907433,14049735,3769566,42,11,12,1,8,44926
21498,"7,02767256200531E+018",1636257526,CLICK_COMMAND,4823128,14918825,3972159,268,11,6,25,195,46186
21499,"7,02767256201062E+018",1636257526,SUBREQUEST_PARENT,1907433,14055974,3769572,42,0,12,1,10,95726
21500,"7,02767257059623E+018",1636257529,CLICK_COMMAND,4722507,14666392,4690250,268,8,14,96,6771,56069
21501,"7,02767259207211E+018",1636257533,DYNAMIC,4828489,14850923,4699497,270,11,12,89,6065,55990
21502,"7,02767261354361E+018",1636257538,DYNAMIC,4812705,14804873,4386889,241,11,12,1,1,43946
21503,"7,02767261783956E+018",1636257539,DYNAMIC,4793282,14751892,4491482,408,8,14,1,7,1712
21504,"7,02767265650993E+018",1636257548,DYNAMIC,4807651,14795090,4504721,42,11,12,111,1341,61388
21505,"7,02767266078871E+018",1636257549,DYNAMIC,3516341,14655473,4438770,408,11,12,1,10,95856
21506,"7,02767267369032E+018",1636257552,DYNAMIC,4766812,14685854,3769544,42,6,15,1,7,1712
21507,"7,02767269515061E+018",1636257558,DYNAMIC,4745222,14674719,4343230,3317,8,14,2,51,952531
21508,"7,02767274239263E+018",1636257568,DYNAMIC,4799702,14770779,4291409,408,0,14,1,2,206453
21509,"7,02767274669874E+018",1636257569,DYNAMIC,4840333,14904632,4403245,111,8,14,1,3,89149
21510,"7,02767275528251E+018",1636257571,DYNAMIC,4747014,14637578,4628455,3506,11,12,1,10,1769
21511,"7,0276727638769E+018",1636257573,DYNAMIC,4520826,14060298,4662598,42,11,12,1,7,2389
21512,"7,0276727724631E+018",1636257575,DYNAMIC,4713479,14540565,2917693,989,6,17,2,51,1703
21513,"7,0276727810514E+018",1636257577,CLICK_COMMAND,4050447,12187813,3881042,268,11,12,2,51,1703
21514,"7,0276728025244E+018",1636257582,CLICK_COMMAND,4778381,14710612,4470150,3392,11,12,1,13,2384
21515,"7,02767282830672E+018",1636257588,DYNAMIC,4829774,14855439,3596567,42,11,6,1,7,1712
21516,"7,0276728454742E+018",1636257592,CLICK_COMMAND,4718272,14565535,4647947,3334,11,12,1,6,11322
21517,"7,02767284976878E+018",1636257593,CLICK_COMMAND,4840484,14905061,4700697,270,11,12,2,51,1703
21518,"7,02767287553983E+018",1636257599,CLICK_COMMAND,4737913,14597722,4631231,3229,11,12,7,5459,82796
21519,"7,02767108024074E+018",1636257181,DYNAMIC,4763719,14681005,3016443,270,11,12,1,1,1765
21520,"7,02767110171846E+018",1636257186,CLICK_COMMAND,4713978,14854828,4690250,268,8,14,246,792,54251
21521,"7,02767112748578E+018",1636257192,CLICK_COMMAND,4772124,14694239,4587260,987,0,14,2,47,12147
21522,"7,02767116184886E+018",1636257200,SUBREQUEST_PARENT,1907433,14055981,3769572,42,0,12,1,9,366439
21523,"7,02767117044928E+018",1636257203,SUBREQUEST_PARENT,1907433,14049735,3769566,42,11,12,1,10,207151
21524,"7,02767117902624E+018",1636257204,CLICK_COMMAND,4796625,14787842,4402134,268,0,0,7,2597,87021
21525,"7,02767117902663E+018",1636257204,CLICK_COMMAND,3485247,10752058,4117394,250,11,6,112,1382,62553
21526,"7,0276711876161E+018",1636257206,CLICK_COMMAND,4651715,14715307,4599678,268,11,12,1,12,1795
21527,"7,02767120908924E+018",1636257211,DYNAMIC,4827862,14849886,4699369,270,11,12,4,726,53206
21528,"7,02767122626937E+018",1636257215,DYNAMIC,4818387,14819286,4386889,241,11,12,1,2,35187
21529,"7,02767122626989E+018",1636257215,CLICK_COMMAND,4481589,14929246,449135,268,8,5,1,2,35187
21530,"7,02767133365174E+018",1636257240,DYNAMIC,3973939,13603176,3769568,42,0,12,1,15,207491
21531,"7,02767135511865E+018",1636257245,DYNAMIC,4713964,14666660,4690400,268,6,10,7,5459,82796
21532,"7,02767135941309E+018",1636257246,CLICK_COMMAND,4823128,14918825,3972159,268,17,6,25,195,46186
21533,"7,02767135941545E+018",1636257246,CLICK_COMMAND,4772124,14694239,4587260,987,11,12,2,51,1703
21534,"7,02767138519555E+018",1636257252,DYNAMIC,4851389,14933909,3769544,42,6,17,NULL,NULL,NULL
21535,"7,02767139808091E+018",1636257255,DYNAMIC,3472792,14246139,3769576,42,0,0,1,10,10200
21536,"7,02767141955345E+018",1636257260,DYNAMIC,4705137,14513263,4289120,4711,0,14,1,2,206432
21537,"7,02767143672414E+018",1636257264,CLICK_COMMAND,4772124,14694239,4587260,987,11,5,2,51,1703
21538,"7,02767147967414E+018",1636257275,DYNAMIC,4838438,14896170,4386889,241,8,5,1,2,35187
21539,"7,02767147967998E+018",1636257274,CLICK_COMMAND,4590953,14925711,4673965,3334,11,12,1,1,42492
21540,"7,02767150544283E+018",1636257280,DYNAMIC,4706467,14587273,4539784,71,8,5,1,7,1712
21541,"7,02767151403191E+018",1636257282,CLICK_COMMAND,4815452,14811317,4599678,268,11,12,1,10,95699
21542,"7,02767158276155E+018",1636257298,SUBREQUEST_PARENT,1907433,14055986,3769575,42,0,0,1,11,96158
21543,"7,02767160422636E+018",1636257303,CLICK_COMMAND,247486,820804,397690,13,0,6,NULL,NULL,NULL
21544,"7,02767160422905E+018",1636257303,CLICK_COMMAND,4722507,14666391,4690250,268,8,14,96,6771,56069
21545,"7,02767162140669E+018",1636257307,CLICK_COMMAND,3350692,10404670,4311926,3282,11,12,1,7,206699
21546,"7,02767165149086E+018",1636257314,DYNAMIC,4520830,14060300,4662598,42,11,12,1,4,39453
21547,"7,02767169871708E+018",1636257325,DYNAMIC,4767732,14688202,4395102,3220,8,5,2,51,1703
21548,"7,02767169872691E+018",1636257325,SUBREQUEST_PARENT,1907433,14055848,3769569,42,0,14,1,11,525618
21549,"7,02767174596172E+018",1636257336,CLICK_COMMAND,4708209,14640855,4603446,268,11,12,1,10,207151
21550,"7,02767175884505E+018",1636257339,CLICK_COMMAND,4722444,14654934,4376410,268,30,14,25,191,46125
21551,"7,02767177173317E+018",1636257342,CLICK_COMMAND,4046554,12179172,3422231,268,11,12,1,10,7649
21552,"7,02767179750343E+018",1636257348,CLICK_COMMAND,4722507,14666391,4690250,268,11,12,96,6771,56069
21553,"7,02767185333499E+018",1636257361,CLICK_COMMAND,4672471,14449934,3979460,250,11,12,1,7,1712
21554,"7,02767185763258E+018",1636257362,CLICK_COMMAND,4713978,14854828,4690250,268,8,14,246,782,54178
21555,"7,02767187051551E+018",1636257365,CLICK_COMMAND,4722449,14665718,4690250,268,11,12,25,188,46029
21556,"7,02767187480996E+018",1636257366,CLICK_COMMAND,4722443,14665488,4690250,268,11,12,89,1002,55897
21557,"7,02767188769558E+018",1636257369,DYNAMIC,4794244,14754784,4363379,3347,11,12,138,1687,63461
21558,"7,02767189198923E+018",1636257370,DYNAMIC,4782452,14720397,3209266,3027,11,12,1,2,3324
21559,"7,02767190057963E+018",1636257372,DYNAMIC,4030130,12143324,3616539,3087,8,14,7,2597,87021
21560,"7,02767191776736E+018",1636257376,DYNAMIC,4059278,12207525,4417645,42,6,17,2,51,1703
21561,"7,027671926363E+018",1636257378,SUBREQUEST_PARENT,1907433,14086845,3769569,42,0,0,NULL,NULL,NULL
21562,"7,02767196500506E+018",1636257387,DYNAMIC,4818129,14818585,3557686,3145,11,12,7,5459,82796
21563,"7,0276719864812E+018",1636257392,DYNAMIC,4520830,14060300,4662602,42,0,14,1,13,2384
21564,"7,02767198648127E+018",1636257392,SUBREQUEST_PARENT,1907433,14055848,3769569,42,0,14,1,13,2384
21565,"7,02767199507035E+018",1636257394,DYNAMIC,4334642,13497905,4477972,834,11,12,37,3316,46878
21566,"7,02767202943042E+018",1636257402,DYNAMIC,4767702,14911735,4528675,71,11,16,1,3,1739
21567,"7,02767203801845E+018",1636257404,CLICK_COMMAND,4823127,14918826,3939649,268,11,5,1,7,1712
21568,"7,02767203803202E+018",1636257404,DYNAMIC,4847858,14924388,4591165,3509,0,14,1,11,96016
21569,"7,02767206380523E+018",1636257410,CLICK_COMMAND,4709614,14538799,4677469,3506,11,12,1,14,40343
21570,"7,02767210674468E+018",1636257420,DYNAMIC,4762670,14718588,4530224,3334,30,12,1,10,207057
21571,"7,02767213251546E+018",1636257426,SUBREQUEST_PARENT,1907433,14049735,3769566,42,11,12,1,9,95579
21572,"7,02767213680774E+018",1636257427,SUBREQUEST_PARENT,1907433,14055974,3769572,42,11,12,1,1,1765
21573,"7,02767214111025E+018",1636257428,DYNAMIC,4848345,14925144,3769567,42,0,12,1,10,7511
21574,"7,02767218834283E+018",1636257439,CLICK_COMMAND,4722507,14666391,4690250,268,8,14,96,6771,56069
21575,"7,02767221840878E+018",1636257446,DYNAMIC,4786408,14739593,4497097,3392,8,5,1,10,95782
21576,"7,02767224417747E+018",1636257452,CLICK_COMMAND,4766276,14702612,3812766,268,11,12,1,7,1712
21577,"7,0276722484727E+018",1636257453,DYNAMIC,4762669,14745649,4694474,3137,11,17,246,831,54673
21578,"7,02767226565237E+018",1636257457,CLICK_COMMAND,3353519,10408893,4311926,3282,11,12,1,2,870402
21579,"7,02767227854979E+018",1636257460,SUBREQUEST_PARENT,1907433,14054285,3769572,42,0,12,2,51,1703
21580,"7,02767228283342E+018",1636257461,DYNAMIC,4807574,14794899,4614110,456,11,12,1,10,11550
21581,"7,02767229571832E+018",1636257464,CLICK_COMMAND,4051733,13763157,4599979,270,30,12,1,12,33549
21582,"7,02767230430773E+018",1636257466,DYNAMIC,4819622,14822570,4386889,241,11,12,1,10,207057
21583,"7,02767230860172E+018",1636257468,DYNAMIC,4799702,14770779,4291409,408,0,14,1,10,43949
21584,"7,02767230860185E+018",1636257467,CLICK_COMMAND,4093287,14507801,4320420,3202,11,12,1,10,1710
21585,"7,02767231289976E+018",1636257468,CLICK_COMMAND,4718271,14565533,4648939,3334,15,17,1,15,11746
21586,"7,0276723214859E+018",1636257470,DYNAMIC,4425747,14646314,4528675,71,11,5,1,10,10200
21587,"7,02767232154108E+018",1636257470,CLICK_COMMAND,4807648,14806775,4678686,3507,11,12,1,9,1783
21588,"7,02767232578093E+018",1636257471,DYNAMIC,4799702,14770779,4291409,408,11,12,1,9,526310
21589,"7,02767233007642E+018",1636257472,CLICK_COMMAND,3350692,10404670,4311926,3282,7,6,182,2055,68124
21590,"7,02767233437703E+018",1636257473,SUBREQUEST_PARENT,1907433,14055986,3769575,42,0,0,7,5467,72683
21591,"7,02767234726245E+018",1636257476,CLICK_COMMAND,4799257,14773351,4696641,3334,11,12,1,9,12784
21592,"7,02767236873211E+018",1636257481,DYNAMIC,4823637,14851314,4699588,270,11,12,61,477,49279
21593,"7,02767237732126E+018",1636257483,DYNAMIC,4850659,14930714,4342359,3317,11,12,2,51,1703
21594,"7,0276724245714E+018",1636257494,SUBREQUEST_PARENT,1907433,6517883,3769543,42,11,17,1,10,1769
21595,"7,0276725534199E+018",1636257524,SUBREQUEST_PARENT,1907433,14055974,3769572,42,11,12,61,477,49279
21596,"7,0276725791918E+018",1636257530,DYNAMIC,4486887,13933910,36895,611,0,0,1,12,1795
21597,"7,02767258777433E+018",1636257532,DYNAMIC,4794244,14754784,4363379,3347,11,12,138,1687,63461
21598,"7,02767264361972E+018",1636257545,DYNAMIC,4069320,12231984,4416296,42,8,14,NULL,NULL,NULL
21599,"7,02767267797244E+018",1636257554,CLICK_COMMAND,3353521,10408898,4311926,3282,11,12,1,7,38286
21600,"7,02767270803827E+018",1636257560,SUBREQUEST_PARENT,1907433,6517886,3702470,42,15,17,1,1,1765
21601,"7,0276727123329E+018",1636257561,DYNAMIC,4713479,14540563,2917690,989,6,17,2,51,1703
21602,"7,02767273380577E+018",1636257566,DYNAMIC,4717630,14537304,3769573,42,11,12,1,10,207057
21603,"7,02767275527805E+018",1636257571,DYNAMIC,4799702,14767536,4291409,408,0,14,1,10,95856
21604,"7,02767280681878E+018",1636257583,DYNAMIC,4487287,14656755,4528675,71,11,17,1,10,1769
21605,"7,0276728540777E+018",1636257594,DYNAMIC,3962197,11938647,4499416,42,0,0,NULL,NULL,NULL
21606,"7,02767287555431E+018",1636257599,DYNAMIC,4747425,14639138,3769570,42,0,0,1,1,1765
21607,"7,02767108453787E+018",1636257182,DYNAMIC,4668034,14648107,4552046,71,0,14,1,10,694484
21608,"7,02767116614101E+018",1636257201,CLICK_COMMAND,3350692,10404670,4311903,3282,30,12,1,9,1783
21609,"7,02767119193198E+018",1636257207,SUBREQUEST_PARENT,1907433,14055981,3769572,42,0,12,1,1,1765
21610,"7,02767122198921E+018",1636257214,CLICK_COMMAND,4772181,14694390,4405735,3348,11,3,1,10,10200
21611,"7,02767123486114E+018",1636257217,CLICK_COMMAND,4682550,14472921,4587420,268,11,12,1,10,10200
21612,"7,02767126492689E+018",1636257224,DYNAMIC,4704615,14512502,4420440,3317,11,17,2,51,1703
21613,"7,02767126493037E+018",1636257224,DYNAMIC,4043857,12171495,4428166,1810,8,5,2,51,1703
21614,"7,0276712778135E+018",1636257227,SUBREQUEST_PARENT,1907433,14055974,3769572,42,0,12,1,10,1769
21615,"7,02767131217474E+018",1636257235,DYNAMIC,4717630,14537304,3769567,42,11,12,1,10,835810
21616,"7,02767132077078E+018",1636257237,DYNAMIC,4742117,14611759,4477972,834,11,12,102,1151,56738
21617,"7,02767133793826E+018",1636257241,DYNAMIC,4799702,14767536,4291409,408,11,12,1,9,206896
21618,"7,02767134224548E+018",1636257242,DYNAMIC,4828369,14850833,2917697,989,6,17,2,51,1703
21619,"7,02767138947944E+018",1636257254,CLICK_COMMAND,4815156,14810221,4436644,3446,11,12,2,45,28892
21620,"7,02767143672985E+018",1636257264,DYNAMIC,3591651,14505525,4249782,4711,0,14,1,9,623079
21621,"7,02767144531539E+018",1636257266,DYNAMIC,4542857,14098969,4403245,111,8,14,1,3,89149
21622,"7,0276714581978E+018",1636257269,DYNAMIC,4838438,14896170,4386889,241,8,5,1,2,35187
21623,"7,02767146679612E+018",1636257271,DYNAMIC,4778325,14710595,4427463,1810,11,12,2,51,952576
21624,"7,0276715054543E+018",1636257280,DYNAMIC,4803918,14783593,3702468,42,11,5,1,13,40183
21625,"7,02767150973728E+018",1636257281,DYNAMIC,4718174,14565816,4323794,268,11,12,7,5459,82796
21626,"7,02767151403486E+018",1636257282,CLICK_COMMAND,3350692,10404670,4311926,3282,6,2,7,2554,72417
21627,"7,02767151832747E+018",1636257283,CLICK_COMMAND,4722443,14665472,4690250,268,11,12,89,1002,55897
21628,"7,02767152691754E+018",1636257285,DYNAMIC,4799702,14767536,4291409,408,0,14,1,9,206781
21629,"7,02767156986715E+018",1636257295,CLICK_COMMAND,4752320,14679367,4694515,270,30,12,246,837,54785
21630,"7,02767157845688E+018",1636257297,DYNAMIC,4793281,14751891,4256585,408,11,12,1,2,1019450
21631,"7,02767159563983E+018",1636257301,CLICK_COMMAND,1333000,4845126,3397212,32,0,6,NULL,NULL,NULL
21632,"7,02767159564423E+018",1636257301,CLICK_COMMAND,1497732,5088675,3397658,6,0,6,NULL,NULL,NULL
21633,"7,02767159994915E+018",1636257303,SUBREQUEST_PARENT,1907433,14050970,3769566,42,29,12,1,6,11322
21634,"7,02767160852225E+018",1636257304,DYNAMIC,4822160,14832068,3557697,3145,11,6,1,2,42476
21635,"7,02767161281675E+018",1636257305,CLICK_COMMAND,3353520,10408897,4311926,3282,11,12,1,10,207151
21636,"7,02767162570303E+018",1636257308,CLICK_COMMAND,4799755,14940317,4702289,270,11,12,246,831,54667
21637,"7,02767166437012E+018",1636257317,DYNAMIC,4818420,14819387,4674242,42,0,0,1,6,11322
21638,"7,02767167295298E+018",1636257319,DYNAMIC,4520815,14060281,4662599,42,11,12,1,7,22751
21639,"7,02767167724179E+018",1636257320,CLICK_COMMAND,4722481,14667900,4690250,268,11,12,4,3727,208582
21640,"7,02767167725339E+018",1636257321,CLICK_COMMAND,4849311,14927437,4630638,3334,11,12,1,10,10200
21641,"7,02767170301067E+018",1636257326,DYNAMIC,4781465,14717409,4352567,408,0,14,1,9,694431
21642,"7,02767170730616E+018",1636257327,SUBREQUEST_PARENT,1907433,6517886,3702470,42,6,17,1,10,19454
21643,"7,02767171160271E+018",1636257328,CLICK_COMMAND,3351869,10406152,4311903,3282,0,0,7,2554,72185
21644,"7,02767171589558E+018",1636257329,DYNAMIC,4688556,14654222,4343283,3317,11,12,2,51,1703
21645,"7,02767172878369E+018",1636257332,CLICK_COMMAND,4722443,14665472,4690250,268,11,12,89,6067,55989
21646,"7,02767173307623E+018",1636257333,DYNAMIC,3542072,14280753,4600820,742,8,14,7,5459,82796
